catch
2017-12-18 15:35:29.015
2018-03-02 10:09:32.392
2017-12-18 15:47:40.665
2018-02-23 15:02:20.557
2018-02-23 15:05:16.414
2018-02-23 14:54:58.482
2018-02-23 14:41:45.41
2018-02-23 14:55:16.325
2017-12-18 15:49:47.057
2017-12-18 15:56:53.096
2018-03-02 10:22:00.525
2018-02-23 14:51:54.047
2018-02-23 15:04:56.78
2018-03-02 10:19:40.415
2018-02-23 14:47:50.094
2018-03-02 10:20:46.284
2018-03-02 10:18:25.544
2018-03-02 10:14:04.298
2018-03-02 10:29:15.345
2018-02-23 14:54:09.465
2017-12-18 15:45:55.344
2017-12-18 15:50:50.369
2018-02-23 15:20:27.914
2018-02-23 14:52:48.083
2017-12-18 15:56:29.761
2018-03-02 09:59:43.721
2017-12-18 16:24:31.7
2018-03-02 09:59:26.744
2018-03-02 10:05:42.538
2018-02-23 14:55:19.634
2018-03-02 10:16:10.866
2017-12-18 15:38:31.447
2018-02-23 14:55:14.134
2018-02-23 15:04:26.212
2018-02-23 14:57:23.849
2017-12-18 16:07:50.238
2017-12-18 15:59:06.5
2018-03-02 11:06:38.218
2018-03-02 10:26:36.443
2018-03-02 10:02:19.18
2017-11-16 15:48:47.709
2018-03-02 10:18:37.527
2018-02-23 14:50:34.207
2018-02-23 14:44:03.077
2017-12-18 16:24:41.606
2018-03-02 10:04:47.317
2018-02-23 15:12:39.072
2018-02-23 15:07:48.204
2018-02-23 14:57:09.482
2017-11-16 15:43:21.524
2018-02-23 14:58:59.898
2018-02-23 14:43:27.174
2017-12-18 15:34:42.649
2018-03-02 09:53:15.491
2018-03-02 09:51:25.481
2017-12-18 15:17:59.714
2018-02-23 14:53:36.576
2018-02-23 14:41:16.112
2018-03-02 10:14:49.024
2018-02-23 15:12:43.548
2017-12-18 14:59:21.668
2018-02-23 14:57:27.591
2017-11-16 14:59:53.612
2017-12-18 14:57:47.282
2018-02-23 15:20:53.849
2017-12-18 15:39:43.246
2017-12-18 15:56:08.342
2018-03-02 09:51:38.118
2018-03-02 10:13:48.505
2018-03-02 09:56:35.476
2018-03-02 10:03:43.955
2018-03-02 10:20:08.632
2018-02-23 14:50:24.125
2018-03-02 09:59:37.759
2018-03-02 10:12:04.849
2018-02-23 14:54:53.768
2018-02-23 15:16:22.064
2017-12-18 16:06:47.015
2018-02-23 15:16:21.854
2017-12-18 15:21:00.672
2017-11-16 15:34:02.035
2018-03-02 10:28:43.652
2018-03-02 10:06:25.267
2018-02-23 15:13:27.69
2018-03-02 10:01:47.39
2017-12-18 15:51:25.599
2018-02-23 15:22:36.901
2018-03-02 10:02:07.576
2018-02-23 14:44:43.457
2017-12-18 15:55:59.984
2018-03-02 10:18:16.786
2018-03-02 10:34:03.646
2018-03-02 10:19:02.736
2018-02-23 15:21:57.832
2018-03-02 10:00:05.9
2018-03-02 10:24:42.249
2018-02-23 15:14:50.722
2018-03-02 10:07:18.293
2017-12-18 15:37:19.04
2018-03-02 10:08:54.066
2018-03-02 10:33:31.463
2017-12-18 14:48:32.183
2017-12-18 15:35:15.923
2017-12-18 15:11:27.697
2018-02-23 15:12:26.382
2018-02-23 14:42:50.762
2017-12-18 15:03:09.683
2018-03-02 10:42:26.545
2017-12-18 15:46:44.848
2018-03-07 07:42:32.084
2018-02-23 15:22:44.441
2018-02-23 15:06:03.218
2018-03-02 09:54:48.952
2017-12-18 14:54:57.116
2017-12-18 15:16:06.867
2018-02-23 14:46:33.811
2018-02-23 14:55:23.775
2018-03-02 10:18:59.166
2018-02-23 15:09:30.661
2018-02-23 14:59:09.99
2018-02-23 14:54:28.052
2018-03-02 10:16:37.285
2018-03-02 09:51:06.502
2018-03-02 10:11:24.818
2018-03-02 10:08:25.501
2018-02-23 14:57:10.35
2018-02-23 15:18:07.569
2017-12-18 16:05:28.151
2018-02-23 15:01:16.685
2017-12-18 14:49:27.502
2018-03-02 09:53:35.479
2018-02-23 14:38:55.033
2018-03-02 10:21:50.237
2018-03-02 10:15:12.958
2018-03-02 10:23:09.949
2018-02-23 15:14:54.401
2018-03-02 10:29:02.636
2017-12-18 15:52:10.788
2018-02-23 14:39:45.09
2018-02-23 15:12:05.596
2017-12-18 15:08:45.703
2018-03-02 09:48:41.669
2018-03-02 10:19:33.8
2018-02-23 15:03:35.242
2018-01-02 07:15:10.398
2018-03-02 10:05:49.121
2018-03-02 09:49:07.069
2018-03-02 10:34:41.348
2018-02-23 14:41:20.603
2018-03-02 09:58:00.051
2017-12-18 15:07:58.658
2018-02-23 15:19:29.684
2017-12-18 15:34:58.486
2018-03-02 10:05:18.365
2018-03-02 10:23:26.17
2018-02-23 15:03:12.171
2017-12-18 16:15:14.545
2018-02-23 15:18:32.767
2018-03-02 09:55:03.359
2018-02-23 15:10:04.58
2018-02-23 15:18:39.629
2017-12-18 15:17:48.925
2018-02-23 15:07:57.774
2017-12-18 15:31:37.759
2017-12-18 16:06:42.492
2018-03-02 10:32:05.307
2018-03-02 10:02:23.684
2017-12-18 14:48:19.974
2017-12-18 16:15:49.466
2017-12-18 15:01:00.041
2018-03-02 10:17:41.132
2017-12-18 15:02:58.642
2018-03-02 09:56:50.907
2018-03-02 10:30:31.685
2018-02-23 15:03:27.559
2018-03-02 09:52:39.205
2018-03-02 10:19:45.114
2018-02-23 15:07:29.492
2017-11-16 15:51:16.797
2018-03-02 10:12:08.725
2018-03-02 10:27:27.468
2018-02-23 14:43:04.576
2018-02-23 14:59:40.45
2018-02-23 15:16:11.807
2017-12-18 15:41:10.148
2018-03-02 10:35:46.686
2018-03-02 10:09:09.407
2018-03-02 10:31:54.118
2017-12-18 15:06:59.296
2017-12-18 15:04:25.015
2018-02-23 15:06:58.501
2017-11-16 15:21:05.32
2017-11-16 15:58:40.861
2018-03-02 10:25:28.061
2018-02-23 15:19:03.714
2018-02-23 15:14:30.097
2018-02-23 15:06:22.823
2017-12-18 16:01:10.265
2018-02-23 14:39:49.845
2017-12-18 16:00:39.554
2018-03-02 10:14:24.986
2017-12-18 16:25:55.745
2018-02-23 15:01:35.189
2018-03-02 10:12:02.745
2017-12-18 15:27:40.414
2017-12-18 16:00:16.751
2018-03-02 09:57:20.096
2018-02-23 14:52:12.988
2018-01-16 23:41:25.36
2018-02-23 14:45:14.276
2018-02-23 15:12:52.791
2018-03-02 10:25:22.428
2018-02-23 15:04:15.273
2018-02-23 15:02:58.046
2018-02-23 15:12:08.406
2018-02-23 14:42:06.952
2018-03-02 10:24:59.955
2018-03-02 09:46:51.689
2017-12-18 15:34:49.574
2018-02-23 14:59:02.567
2018-02-23 15:15:28.108
2018-03-02 10:15:44.754
2017-12-18 16:23:21.996
2018-02-23 14:45:05.544
2017-12-18 15:04:50.541
2018-02-23 14:50:19.43
2018-02-23 15:00:58.072
2017-12-18 15:57:21.961
2017-11-16 15:07:51.266
2018-03-02 10:23:20.806
2018-03-02 10:18:13.818
2017-12-18 16:19:14.797
2018-03-02 10:33:52.395
2017-12-18 14:57:32.512
2017-12-18 16:22:49.12
2018-03-02 09:54:35.858
2017-12-18 16:06:50.769
2017-12-18 15:05:48.297
2017-12-18 15:45:22.376
2018-03-02 10:24:18.814
2018-02-23 14:44:32.492
2017-12-18 15:34:32.302
2017-12-18 15:40:50.672
2018-03-02 09:50:22.326
2018-02-23 15:05:03.202
2017-12-18 16:03:36.959
2017-12-18 15:15:39.981
2017-12-18 15:46:55.232
2017-12-18 15:24:17.326
2018-03-02 10:27:28.191
2018-03-02 10:05:36.139
2018-02-23 15:11:45.799
2017-12-18 15:23:38.627
2018-02-23 14:43:26.557
2017-12-18 14:55:38.46
2018-02-23 15:13:17.404
2017-12-18 15:55:19.429
2018-02-23 15:13:41.542
2018-02-23 15:22:06.268
2018-02-23 15:03:05.958
2017-12-18 14:54:35.469
2017-12-18 15:54:55.669
2017-12-18 15:48:24.164
2018-03-02 10:20:12.259
2017-12-18 15:33:13.508
2018-02-23 15:11:48.244
2018-02-23 15:09:49
2017-12-18 15:03:45.369
2017-12-19 15:57:10.058
2018-02-23 15:18:24.393
2017-12-19 16:18:40.666
2018-02-23 15:10:56.588
2018-02-23 15:05:23.556
2018-03-02 10:35:15.261
2018-02-23 14:58:23.942
2017-12-18 15:01:39.031
2018-03-02 09:47:22.559
2018-02-23 14:49:54.325
2017-12-18 14:57:22.282
2017-12-18 16:02:42.97
2018-03-02 10:21:48.472
2018-02-23 14:40:00.154
2018-02-23 15:20:58.786
2017-12-18 16:05:38.785
2018-03-02 10:03:25.533
2017-12-18 15:35:35.289
2017-12-18 16:16:28.165
2017-12-18 14:59:49.017
2018-03-02 09:52:33.204
2017-12-18 16:14:25.311
2018-02-20 16:59:41.502
2017-12-18 15:37:34.111
2017-12-18 15:01:05.371
2017-12-18 16:05:17.199
2018-03-02 10:09:56.484
2017-12-18 15:19:41.004
2017-12-18 15:48:13.557
2018-03-02 09:59:31.712
2017-12-18 15:13:24.399
2018-03-02 10:26:16.865
2018-02-23 14:50:34.686
2018-03-02 10:15:15.372
2018-03-02 10:27:40.53
2018-03-02 10:02:44.248
2018-03-02 10:10:09.366
2017-12-18 15:16:52.17
2018-03-02 10:21:03.079
2018-02-23 15:06:11.051
2017-12-19 15:53:13.293
2018-03-02 10:23:39.477
2018-02-23 14:48:20.386
2018-03-02 09:48:50.093
2017-12-18 14:48:12.379
2018-03-02 10:24:10.638
2018-02-23 14:48:03.999
2017-11-16 14:54:28.471
2017-12-18 15:51:46.836
2018-03-02 10:20:12.147
2018-02-23 15:13:03.031
2018-02-23 15:21:17.196
2017-12-18 15:20:02.361
2018-02-23 15:22:58.437
2018-02-23 15:08:50.333
2017-12-18 16:24:24.406
2018-02-23 15:18:56.212
2018-03-02 10:10:46.845
2017-12-18 16:17:33.131
2018-03-02 10:14:56.205
2017-12-18 14:55:45.063
2017-12-18 16:27:30.146
2017-12-18 15:24:35.436
2018-03-02 10:32:01.899
2018-01-31 15:11:32.967
2018-03-02 10:22:43.195
2018-02-23 15:14:54.802
2018-03-02 10:06:44.382
2017-12-18 14:50:39.829
2017-12-18 15:22:08.27
2018-02-23 14:55:52.965
2017-11-16 16:09:13.737
2018-02-23 15:01:55.625
2018-02-23 15:17:39.691
2018-03-02 10:06:39.926
2017-12-18 15:22:52.004
2018-03-01 09:48:50.121
2017-12-19 16:03:37.876
2018-03-02 11:21:47.386
2018-02-23 14:38:58.22
2018-03-02 09:59:14.069
2018-02-23 14:54:57.771
2018-03-02 10:01:50.68
2018-03-02 09:51:39.591
2018-03-02 09:52:16.146
2018-01-04 01:16:07.978
2018-03-02 10:01:41.329
2018-03-02 10:01:07.301
2017-12-18 16:04:24.923
2018-02-23 14:58:24.715
2018-03-02 10:22:49.277
2018-03-02 10:00:28.828
2018-03-02 10:00:01.432
2017-12-18 15:15:45.556
2018-02-23 14:40:09.423
2018-02-23 14:47:06.752
2018-03-02 10:14:52.046
2018-02-23 14:54:02.6
2018-03-02 10:28:12.356
2018-03-02 09:53:07.474
2018-02-23 14:57:23.666
2018-03-02 09:58:05.82
2017-12-18 15:19:11.471
2018-02-23 16:04:53.118
2017-12-18 15:32:17.974
2018-02-23 15:01:19.102
2017-12-18 16:10:42.871
2018-02-23 15:20:14.268
2018-02-23 15:14:18.277
2018-02-23 15:13:18.865
2017-12-18 15:03:20.694
2017-12-18 15:54:49.617
2018-03-02 09:51:50.743
2017-12-18 15:03:59.102
2018-03-02 10:28:01.226
2017-12-18 16:25:25.542
2017-12-18 16:06:19.167
2018-02-23 15:07:26.164
2017-12-18 16:03:51.502
2018-02-23 14:58:35.702
2018-02-23 14:49:10.849
2018-02-23 14:43:47.685
2018-03-02 10:31:43.943
2017-12-18 16:09:48.957
2018-03-02 10:05:49.95
2017-12-18 14:48:08.35
2017-12-18 15:06:25.507
2018-02-23 15:10:25.486
2018-02-23 14:54:18.56
2018-03-02 10:34:12.81
2017-12-18 16:21:58.214
2018-02-23 15:07:03.668
2018-03-02 10:01:15.898
2018-03-02 09:52:46.363
2018-03-02 10:31:41.91
2017-12-18 16:01:39.43
2018-02-20 14:49:38.439
2018-03-02 10:03:05.09
2018-02-23 14:57:03.755
2017-12-18 15:12:07.846
2017-12-18 16:15:21
2017-12-18 15:05:47.701
2018-03-02 09:53:02.522
2017-12-18 15:48:16.721
2017-12-18 16:24:17.295
2017-12-18 16:09:26.224
2017-12-18 16:20:19.271
2017-12-18 16:25:31.807
2018-03-02 09:53:17.442
2018-02-23 15:10:42.247
2017-12-18 14:57:14.955
2018-02-23 14:59:12.064
2017-12-18 16:12:09.052
2017-12-18 15:44:33.076
2017-12-18 15:10:03.59
2018-02-23 15:22:19.036
2017-12-18 15:15:50.344
2018-03-02 10:20:26.283
2017-12-18 15:24:55.148
2017-12-18 16:09:55.918
2018-02-23 14:42:48.375
2017-12-18 15:20:21.668
2017-12-18 16:05:56.615
2017-11-16 15:53:01.867
2017-12-18 16:10:16.435
2017-12-18 16:23:05.014
2018-02-23 15:01:24.8
2017-12-18 16:27:53.816
2018-03-10 14:07:40.46
2018-03-02 10:04:36.763
2018-02-23 15:16:54.099
2018-03-05 09:14:21.492
2018-02-23 15:00:30.057
2017-12-18 16:09:59.48
2018-03-02 10:17:15.373
2017-12-18 16:17:26.731
2018-02-23 15:07:43.747
2018-03-02 09:59:45.054
2018-02-23 14:45:24.6
2018-03-02 23:57:26.473
2018-02-23 15:20:16.166
2018-03-02 10:01:07.001
2018-02-23 15:11:56.618
2018-03-02 09:53:51.746
2018-02-23 15:16:43.853
2017-12-18 15:37:08.947
2018-03-02 10:05:49.354
2018-03-02 10:02:41.036
2018-03-02 10:16:40.381
2017-12-18 15:47:53.767
2017-11-16 16:15:13.928
2018-02-23 15:20:47.492
2018-03-02 09:55:46.536
2018-03-02 09:55:41.306
2018-03-02 10:21:58.747
2018-02-23 15:03:08.652
2017-12-18 15:39:20.538
2017-12-18 15:21:10.18
2017-12-18 15:36:19.028
2017-12-18 15:59:54.479
2018-02-23 14:41:12.311
2018-03-02 09:52:00.867
2017-12-18 16:04:20.941
2017-12-18 15:18:55.551
2018-03-02 10:01:35.836
2017-11-16 15:52:38.905
2017-12-18 14:56:04.644
2018-02-23 14:59:14.852
2018-03-02 10:08:48.678
2018-02-23 14:53:14.892
2018-02-23 15:17:04.644
2018-03-02 10:33:41.441
2018-03-02 10:16:42.125
2018-03-02 10:31:20.789
2017-12-18 15:03:36.117
2018-01-31 15:29:16.561
2018-03-02 10:16:21.074
2018-02-20 22:04:44.008
2017-12-18 15:44:35.19
2018-03-02 10:02:57.354
2018-03-02 09:47:06.301
2017-12-18 15:29:37.827
2018-03-02 09:54:29.134
2018-03-02 10:00:24.524
2017-12-18 16:23:20.554
2018-03-02 10:26:08.757
2018-02-23 15:15:46.704
2018-03-02 10:31:36.801
2018-03-02 10:18:30.998
2018-02-23 15:12:14.268
2018-02-23 15:05:18.405
2018-02-23 15:19:52.908
2018-02-23 15:08:33.7
2018-03-02 10:01:28.103
2017-12-18 15:09:00.752
2018-02-23 14:42:14.776
2018-02-23 14:44:40.38
2018-02-23 15:18:35.488
2018-02-23 15:22:00.332
2018-03-02 10:16:05.349
2017-12-18 15:45:14.72
2017-12-18 16:25:00.013
2018-03-02 10:27:30.401
2017-12-18 16:19:33.168
2018-02-23 15:09:52.848
2018-03-02 09:57:45.697
2017-12-18 15:00:56.64
2018-03-02 10:06:44.216
2018-02-23 15:10:37.25
2018-02-23 14:43:14.755
2018-03-02 10:18:21.682
2018-02-23 14:57:27.714
2018-03-02 10:14:03.825
2018-01-02 08:07:27.772
2018-03-02 10:07:50.457
2017-12-18 15:28:37.429
2018-02-23 14:48:57.605
2018-03-02 10:17:48.697
2018-03-02 10:32:33.421
2018-03-02 10:03:45.406
2018-02-23 15:09:30.475
2018-03-02 10:24:07.59
2018-04-10 11:03:11.213
2017-12-18 15:51:04.206
2018-03-02 10:30:06.612
2017-12-18 14:58:06.033
2017-12-18 15:24:30.651
2018-02-23 15:02:58.129
2018-03-02 10:02:49.423
2017-12-18 15:34:25.636
2018-03-02 10:01:35.596
2018-02-23 14:44:53.445
2017-12-18 15:25:44.799
2018-03-02 10:25:08.399
2018-03-02 10:12:25.626
2018-02-23 15:12:44.456
2018-03-02 09:59:39.819
2018-02-23 15:13:01.612
2018-02-23 14:52:42.876
2018-03-02 09:47:14.768
2018-03-02 10:27:02.605
2018-03-02 10:13:44.952
2017-12-18 15:14:19.44
2018-02-23 15:05:11.235
2018-02-23 15:16:04.283
2017-12-18 16:03:53.927
2018-03-02 09:51:03.215
2017-12-18 15:59:32.542
2018-02-23 15:15:28.928
2017-12-18 15:14:36.26
2018-02-23 15:13:59.882
2017-12-18 15:32:29.073
2018-02-23 15:09:56.25
2018-02-23 14:56:47.659
2017-12-18 16:16:16.665
2018-02-23 14:49:04.381
2017-12-18 15:58:27.737
2017-12-18 15:16:51.036
2017-12-18 15:08:29.077
2018-03-02 09:59:21.817
2017-12-18 15:18:51.866
2017-12-18 16:20:40.311
2018-02-23 14:50:15.395
2018-02-23 14:48:56.525
2017-12-18 15:55:59.803
2018-02-23 14:47:05.807
2018-02-23 15:02:53.807
2018-03-02 10:00:12.809
2018-02-23 14:47:37.752
2018-03-02 09:59:24.011
2018-02-23 14:41:32.577
2018-02-23 14:53:04.388
2018-03-02 10:16:09.136
2018-03-02 10:25:20.996
2018-02-23 14:43:12.303
